customerID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
8970-ANWXO,1,Yes,DSL,No,No,No,Yes,Yes,Yes
9480-BQJEI,1,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
5394-SVGJV,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes
6979-TNDEU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9777-WJJPR,1,Yes,Fiber optic,No,No,Yes,No,Yes,No
9283-LZQOH,1,Yes,Fiber optic,No,No,No,No,No,No
7079-QRCBC,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
9495-SKLKD,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
6048-UWKAL,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
5067-DGXLL,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5469-CTCWN,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes
9851-QXEEQ,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
6281-FKEWS,0,No phone service,DSL,No,No,Yes,No,Yes,Yes
8898-KASCD,0,No phone service,DSL,No,No,Yes,Yes,No,No
9242-TKFSV,0,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
9290-SHCMB,1,No,Fiber optic,No,No,Yes,No,Yes,Yes
0743-HNPFG,1,No,DSL,Yes,Yes,No,Yes,No,Yes
2277-BKJKN,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
9809-IMGCQ,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
5208-HFSBT,1,No,DSL,No,Yes,No,Yes,No,No
5035-PGZXH,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
8695-WDYEA,1,No,DSL,Yes,No,No,No,No,No
6543-JXSOO,1,No,DSL,Yes,Yes,No,Yes,No,No
8016-ZMGMO,1,Yes,DSL,No,Yes,Yes,No,Yes,No
8605-ITULD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3254-YRILK,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
6416-YJTTB,1,No,Fiber optic,Yes,No,Yes,No,No,No
2667-WYLWJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4472-VESGY,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
3195-TQDZX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3128-YOVTD,1,No,Fiber optic,Yes,Yes,No,No,No,No
0529-ONKER,1,Yes,Fiber optic,No,No,No,No,No,No
1728-CXQBE,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7041-TXQJH,0,No phone service,DSL,No,No,Yes,No,No,Yes
5014-GSOUQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5724-BIDBU,1,Yes,DSL,Yes,No,No,No,No,No
0481-SUMCB,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
1769-GRUIK,1,No,Fiber optic,No,No,No,No,No,No
5240-IJOQT,1,Yes,Fiber optic,No,No,No,No,No,No
8819-WFGGJ,0,No phone service,DSL,Yes,No,Yes,No,Yes,Yes
7427-AUFPY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2811-POVEX,1,No,Fiber optic,No,Yes,Yes,No,No,Yes
1092-GANHU,1,No,Fiber optic,No,No,Yes,No,No,No
7898-PDWQE,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
9972-EWRJS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9314-IJWSQ,1,Yes,Fiber optic,No,No,No,No,Yes,No
0661-XEYAN,0,No phone service,DSL,No,No,No,No,No,No
5799-JRCZO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1921-KYSAY,1,Yes,DSL,No,No,Yes,Yes,No,Yes
6198-RTPMF,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
2924-KHUVI,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
1925-GMVBW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7881-EVUAD,0,No phone service,DSL,Yes,Yes,No,No,No,Yes
6184-DYUOB,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9207-ZPANB,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No
5766-XQXMQ,1,No,DSL,Yes,Yes,Yes,No,No,Yes
9327-QSDED,1,No,DSL,No,No,No,No,No,No
1656-DRSMG,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
3012-VFFMN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2984-AFWNC,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
0640-YJTPY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8096-LOIST,1,No,DSL,No,No,No,No,No,Yes
9764-REAFF,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3703-VAVCL,1,No,Fiber optic,No,No,Yes,Yes,No,Yes
7107-UBYKY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4881-GQJTW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8519-QJGJD,1,No,Fiber optic,No,No,Yes,No,No,No
7876-DNYAP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7905-NJMXS,1,Yes,DSL,Yes,Yes,No,Yes,No,No
2882-WDTBA,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No
2091-GPPIQ,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes
6326-MTTXK,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
5071-FBJFS,1,No,DSL,Yes,No,No,No,No,No
2796-UUZZO,1,No,Fiber optic,No,Yes,Yes,No,No,No
2429-AYKKO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9798-OPFEM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0330-IVZHA,1,No,Fiber optic,No,No,No,No,No,No
3794-NFNCH,1,No,DSL,No,No,Yes,No,No,No
5193-QLVZB,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
7114-AEOZE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2886-KEFUM,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
5522-NYKPB,1,No,Fiber optic,No,No,No,Yes,Yes,No
4237-RLAQD,1,No,DSL,No,No,No,No,No,No
9957-YODKZ,1,Yes,Fiber optic,No,No,Yes,No,No,No
6518-KZXCB,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2245-ADZFJ,1,Yes,DSL,No,Yes,No,Yes,Yes,Yes
7776-QGYJC,1,No,Fiber optic,No,No,Yes,Yes,No,No
9313-QOLTZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9651-GTSAQ,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
3186-BAXNB,1,No,Fiber optic,No,Yes,No,Yes,Yes,No
4672-FOTSD,1,Yes,DSL,Yes,Yes,No,Yes,No,No
0637-YLETY,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
9818-XQCUV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7338-ERIVA,0,No phone service,DSL,Yes,No,No,Yes,Yes,No
1157-BQCUW,1,Yes,Fiber optic,No,No,No,No,No,No
8259-NFJTV,0,No phone service,DSL,Yes,No,No,Yes,No,No
3223-DWFIO,1,No,Fiber optic,No,No,No,No,No,No
2660-EMUBI,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
6968-GMKPR,1,No,Fiber optic,No,Yes,Yes,No,No,No
4751-ERMAN,1,No,DSL,No,Yes,Yes,No,Yes,Yes
1436-ZMJAN,1,No,DSL,No,No,Yes,No,Yes,Yes
3292-PBZEJ,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
0799-DDIHE,1,No,DSL,No,No,No,No,No,No
3070-FNFZQ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2812-SFXMJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7675-OZCZG,1,No,DSL,No,No,No,No,No,No
5014-WUQMG,1,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
5312-TSZVC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2003-CKLOR,1,No,Fiber optic,No,Yes,Yes,No,Yes,Yes
0993-OSGPT,1,No,DSL,No,Yes,Yes,Yes,No,No
9254-RBFON,1,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
1205-WNWPJ,1,No,DSL,No,No,No,Yes,Yes,No
9391-EOYLI,1,No,Fiber optic,No,No,No,No,No,Yes
7108-DGVUU,1,Yes,DSL,No,Yes,Yes,No,No,Yes
2782-JEEBU,0,No phone service,DSL,No,Yes,No,Yes,No,No
5127-BZENZ,1,Yes,DSL,Yes,No,No,No,Yes,No
2720-FVBQP,1,Yes,DSL,No,No,No,No,No,No
9906-NHHVC,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
4522-XRWWI,1,Yes,DSL,Yes,No,No,Yes,Yes,Yes
3766-EJLFL,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5939-SXWHM,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8152-UOBNY,1,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
7351-KYHQH,1,No,DSL,No,Yes,Yes,No,Yes,No
7643-RCHXS,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8246-SHFGA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8387-MOJJT,1,No,Fiber optic,No,No,No,No,Yes,No
0620-XEFWH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6485-QXWWE,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2761-OCIAX,1,No,Fiber optic,No,Yes,No,No,No,No
7321-VGNKU,1,No,Fiber optic,No,No,No,No,No,No
5327-CNLUQ,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
7552-KEYGT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5816-JMLGY,1,No,DSL,No,Yes,Yes,Yes,Yes,Yes
3068-OMWZA,1,Yes,Fiber optic,No,No,Yes,No,Yes,No
2927-QRRQV,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
6032-KRXXO,1,No,Fiber optic,No,No,No,No,Yes,Yes
7459-RRWQZ,1,Yes,DSL,Yes,No,No,No,No,Yes
6265-SXWBU,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,No
7941-RCJOW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6374-NTQLP,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
4154-AQUGT,1,No,Fiber optic,No,Yes,No,Yes,No,Yes
2387-KDZQY,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3584-WKTTW,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
3399-BMLVW,1,No,DSL,Yes,Yes,No,Yes,No,No
1971-DTCZB,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
3092-IGHWF,1,Yes,Fiber optic,No,Yes,Yes,No,No,No
3374-PZLXD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3813-DHBBB,0,No phone service,DSL,Yes,Yes,No,Yes,No,Yes
2812-REYAT,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6518-PPLMZ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4939-KYYPY,1,Yes,DSL,No,No,Yes,Yes,No,No
8017-LXHFA,1,No,Fiber optic,No,Yes,No,No,Yes,Yes
5930-GBIWP,1,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes
6022-KOUQO,0,No phone service,DSL,No,No,No,Yes,No,No
6352-TWCAU,1,Yes,Fiber optic,No,No,No,No,Yes,No
2361-UPSND,1,No,DSL,Yes,Yes,No,Yes,No,Yes
6035-RIIOM,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
2929-QNSRW,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1262-OPMFY,1,No,Fiber optic,No,No,Yes,No,No,No
9504-DSHWM,1,Yes,DSL,Yes,No,No,Yes,No,No
5035-BVCXS,1,No,Fiber optic,No,Yes,No,No,No,No
6267-DCFFZ,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
3533-UVMOM,1,No,DSL,Yes,Yes,Yes,No,No,Yes
2439-LYPMQ,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4248-QPAVC,1,Yes,Fiber optic,Yes,No,Yes,No,No,No
1899-VXWXM,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
1478-VPOAD,1,No,DSL,No,No,No,No,No,No
9995-HOTOH,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
2988-PLAHS,1,No,DSL,No,No,Yes,No,Yes,Yes
1371-OJCEK,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4999-IEZLT,0,No phone service,DSL,No,No,No,Yes,No,No
8883-ANODQ,1,Yes,Fiber optic,No,Yes,Yes,No,No,No
4690-LLKUA,1,No,DSL,No,No,No,No,No,No
2351-RRBUE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5980-BDHPY,1,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
1498-DQNRX,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9469-WEJBT,1,No,Fiber optic,No,No,Yes,Yes,No,Yes
3331-HQDTW,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
9490-DFPMD,1,Yes,Fiber optic,No,No,No,No,Yes,No
2581-VKIRT,1,Yes,DSL,Yes,Yes,No,Yes,No,No
5442-XSDCW,1,No,Fiber optic,No,No,No,No,Yes,No
7426-WEIJX,1,Yes,Fiber optic,Yes,No,No,No,No,No
2851-MMUTZ,1,No,DSL,No,Yes,No,Yes,No,No
3049-NDXFL,1,Yes,Fiber optic,No,No,No,No,No,Yes
8580-AECUZ,1,No,Fiber optic,No,No,No,No,Yes,No
3307-TLCUD,0,No phone service,DSL,Yes,No,Yes,No,No,No
6625-FLENO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2967-MXRAV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7963-GQRMY,1,No,DSL,No,No,No,No,No,No
8189-HBVRW,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
4163-KIUHY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1228-FZFRV,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
3500-NSDOA,1,Yes,DSL,No,Yes,No,Yes,No,Yes
1171-TYKUR,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3761-FLYZI,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
2058-DCJBE,1,No,Fiber optic,No,No,No,No,No,No
5364-XYIRR,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
4829-AUOAX,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
1219-NNDDO,1,Yes,Fiber optic,No,No,No,No,No,No
8388-DMKAE,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4403-BWPAY,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9659-QEQSY,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
5405-ZMYXQ,1,Yes,Fiber optic,No,No,No,No,No,No
5047-LHVLY,1,No,DSL,No,No,Yes,No,No,No
1442-OKRJE,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
4737-AQCPU,1,Yes,DSL,Yes,Yes,Yes,Yes,No,No
9158-VCTQB,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
2808-CHTDM,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6311-UEUME,1,No,Fiber optic,No,No,No,No,Yes,No
0793-TWELN,1,Yes,Fiber optic,Yes,No,No,No,No,No
3283-WCWXT,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1060-ENTOF,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,Yes
0999-QXNSA,1,No,DSL,No,No,No,No,No,No
5451-MHQOF,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4836-WNFNO,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9225-BZLNZ,1,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
0354-VXMJC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4422-QVIJA,1,Yes,DSL,No,No,No,No,No,No
9365-SRSZE,1,No,Fiber optic,No,No,No,No,No,No
6839-ITVZJ,1,Yes,DSL,No,Yes,No,Yes,No,No
8332-OSJDW,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
4735-BJKOU,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0274-JKUJR,0,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes
5740-YHGTW,1,Yes,Fiber optic,Yes,Yes,No,No,Yes,No
8917-SZTTJ,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1696-MZVAU,0,No phone service,DSL,No,No,No,No,No,No
7359-WWYJV,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
0375-HVGXO,0,No phone service,DSL,No,No,No,No,Yes,No
4906-ZHGPK,1,Yes,DSL,No,Yes,No,Yes,Yes,No
8593-WHYHV,1,Yes,Fiber optic,No,No,No,No,No,Yes
3795-GWTRD,1,No,DSL,Yes,Yes,Yes,Yes,Yes,No
1298-PHBTI,1,Yes,Fiber optic,No,Yes,No,Yes,No,No
6223-DHJGV,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6961-MJKBO,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6097-EQISJ,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
4423-YLHDV,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
8158-WPEZG,0,No phone service,DSL,No,Yes,No,Yes,No,No
0107-YHINA,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
4918-FYJNT,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
0727-BNRLG,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
4854-CIDCF,1,No,Fiber optic,No,No,Yes,No,No,No
8640-SDGKB,1,No,DSL,No,No,Yes,Yes,Yes,Yes
3280-MRDOF,1,Yes,DSL,No,No,Yes,Yes,Yes,No
6435-SRWBJ,1,Yes,Fiber optic,No,No,Yes,Yes,No,No
9964-WBQDJ,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
6303-KFWSL,1,Yes,DSL,No,Yes,No,No,No,No
1702-CCFNJ,1,Yes,DSL,No,Yes,No,Yes,No,No
8932-CZHRQ,1,Yes,DSL,Yes,Yes,Yes,No,No,Yes
0386-CWRGM,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5515-RUGKN,1,No,DSL,No,No,No,No,No,Yes
0404-AHASP,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7279-NMVJC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2081-VEYEH,1,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
6407-UTSLV,1,No,Fiber optic,No,Yes,No,No,Yes,No
4116-TZAQJ,1,No,Fiber optic,Yes,No,No,No,No,No
9060-HJJRW,0,No phone service,DSL,No,Yes,Yes,No,Yes,Yes
2587-YNLES,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7398-SKNQZ,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
5935-FCCNB,1,Yes,Fiber optic,No,No,No,No,Yes,Yes
1958-RNRKS,1,Yes,DSL,No,No,No,No,No,No
5136-RGMZO,1,Yes,DSL,No,Yes,No,Yes,Yes,No
8345-MVDYC,1,No,DSL,Yes,No,Yes,Yes,Yes,Yes
8226-BXGES,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
3877-JRJIP,1,Yes,DSL,No,No,No,No,Yes,No
8375-DKEBR,1,No,Fiber optic,No,No,No,No,No,No
9705-IOVQQ,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
1015-OWJKI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
7511-YMXVQ,0,No phone service,DSL,No,No,No,No,Yes,Yes
2040-XBAVJ,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
7551-JOHTI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8887-IPQNC,1,No,DSL,No,No,No,No,No,No
8646-JCOMS,1,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
9804-ICWBG,1,No,Fiber optic,No,No,No,No,No,No
1222-KJNZD,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
0106-GHRQR,1,Yes,DSL,No,Yes,Yes,No,No,Yes
5318-IXUZF,1,No,Fiber optic,No,Yes,No,No,Yes,No
3768-VHXQO,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
8952-WCVCD,1,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
2418-TPEUN,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3963-RYFNS,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3198-VELRD,1,Yes,Fiber optic,No,No,No,No,No,Yes
8540-ZQGEA,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
1320-REHCS,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
4137-JOPHL,1,No,Fiber optic,No,No,Yes,Yes,No,Yes
9436-ZBZCT,1,Yes,Fiber optic,No,No,No,Yes,Yes,No
7801-CEDNV,1,No,DSL,Yes,No,No,No,No,No
2057-BOYKM,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
3658-QQJYD,1,No,DSL,Yes,Yes,No,No,Yes,Yes
1803-BGNBD,1,No,DSL,No,Yes,No,Yes,No,No
0134-XWXCE,1,No,DSL,No,No,Yes,Yes,Yes,Yes
6950-TWMYB,1,No,Fiber optic,No,Yes,No,Yes,No,No
5848-FHRFC,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2243-FNMMI,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
2511-MORQY,1,Yes,DSL,No,No,Yes,No,No,No
5356-KZCKT,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
9470-XCCEM,1,Yes,Fiber optic,No,Yes,No,No,Yes,No
6519-CFDBX,1,No,DSL,No,No,No,No,No,No
3902-MIVLE,1,Yes,DSL,Yes,No,Yes,Yes,No,Yes
0409-WTMPL,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
8763-KIAFH,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
3669-WHAFY,1,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
3055-VTCGS,1,No,DSL,No,No,Yes,No,No,Yes
3144-KMTWZ,1,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
7279-BUYWN,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
7156-MHUGY,1,No,Fiber optic,No,No,No,No,Yes,Yes
7198-GLXTC,1,No,Fiber optic,No,No,No,No,Yes,No
2007-QVGAW,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
5207-PLSTK,1,No,DSL,Yes,No,No,No,No,No
2307-FYNNL,1,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
5605-XNWEN,1,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
